0.431572 	 1.317111 
0.633536 	 0.578441 
0.605562 	 0.651359 
0.768474 	 0.301279 
0.513305 	 0.948159 
0.691282 	 0.446588 
0.465038 	 1.150364 
0.655270 	 0.526088 
0.403560 	 1.477945 
0.436258 	 1.292222 
0.408147 	 1.450097 
0.635561 	 0.573413 
0.434915 	 1.299301 
0.486201 	 1.056761 
0.332174 	 2.010474 
0.440008 	 1.272687 
0.622241 	 0.607095 
0.455076 	 1.197436 
0.479423 	 1.085841 
0.540174 	 0.851257 
0.619210 	 0.614961 
0.557201 	 0.794684 
0.573555 	 0.743513 
0.468111 	 1.136244 
0.500505 	 0.997981 
0.528766 	 0.891195 
0.263332 	 2.797492 
0.396351 	 1.523016 
0.419505 	 1.383764 
0.495824 	 1.016847 
0.521998 	 0.915715 
0.412071 	 1.426765 
0.302878 	 2.301660 
0.377415 	 1.649603 
0.396351 	 1.523016 
0.504409 	 0.982519 
0.531173 	 0.882626 
0.405059 	 1.468773 
0.531331 	 0.882065 
0.339553 	 1.945050 
0.518621 	 0.928189 
0.465788 	 1.146897 
0.565831 	 0.767311 
0.550707 	 0.815849 
0.612867 	 0.631674 
0.677215 	 0.476635 
0.675837 	 0.479646 
0.491442 	 1.034829 
0.377656 	 1.647911 
0.289865 	 2.449877 
0.416541 	 1.400726 
0.203732 	 3.908399 
0.368644 	 1.712642 
0.647274 	 0.544941 
0.359901 	 1.778539 
0.526468 	 0.899451 
0.648719 	 0.541500 
0.445559 	 1.244371 
0.487412 	 1.051653 
0.410076 	 1.438570 
0.447384 	 1.235217 
0.442819 	 1.258259 
0.545451 	 0.833345 
0.483259 	 1.069282 
0.627467 	 0.593709 
0.513115 	 0.948880 
0.574395 	 0.740962 
0.466159 	 1.145192 
0.525167 	 0.904155 
0.438702 	 1.279452 
0.459714 	 1.175267 
0.445704 	 1.243642 
0.522530 	 0.913766 
0.479185 	 1.086878 
0.606455 	 0.648926 
0.507477 	 0.970532 
0.669717 	 0.493168 
0.665029 	 0.503693 
0.557617 	 0.793345 
0.520182 	 0.922403 
0.441525 	 1.264879 
0.499734 	 1.001066 
0.631293 	 0.584050 
0.444632 	 1.249052 
0.546392 	 0.830189 
0.686375 	 0.456929 
0.792852 	 0.261270 
0.719115 	 0.390598 
0.588335 	 0.699713 
0.657305 	 0.521363 
0.699347 	 0.429905 
0.611293 	 0.635876 
0.620078 	 0.612701 
0.618095 	 0.617874 
0.676038 	 0.479207 
0.632496 	 0.581039 
0.625495 	 0.598734 
0.741133 	 0.349286 
0.724669 	 0.379941 
0.643073 	 0.555034 
0.370980 	 1.695563 
0.710869 	 0.406729 
0.882889 	 0.132645 
0.480245 	 1.082269 
